"id","name","neighbourhood","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","availability_365","X","Y","CategX","CategY"
13468620,"The Home Millenottibologna","Porto - Saragozza","Entire home/apt",250,2,31,"08/06/2019",0.62,62,44.50035,11.34173,"(44.5,44.502]","(44.5,44.502]"
13568075,"A cozy, tiny nest in Bologna","Navile","Entire home/apt",64,2,108,"11/11/2019",1.79,255,44.50813,11.34205,"(44.508,44.51]","(44.508,44.51]"
13626963,"Camera Doppia LAMBORGHINI","Porto - Saragozza","Private room",80,1,17,"31/05/2019",0.33,363,44.50276,11.30965,"(44.502,44.504]","(44.502,44.504]"
13627537,"Camera Singola FERRARI","Porto - Saragozza","Private room",45,1,8,"24/06/2021",0.15,321,44.50276,11.30965,"(44.502,44.504]","(44.502,44.504]"
13669708,"Casa Maltoni, luminous apartment in charming road","Porto - Saragozza","Entire home/apt",51,1,292,"19/10/2020",4.76,287,44.49203,11.3333,"(44.492,44.494]","(44.492,44.494]"
13742508,"Aquarius On fire for fun and relax","Navile","Private room",25,2,33,"01/10/2019",0.63,358,44.51856,11.34102,"(44.518,44.52]","(44.518,44.52]"
13839776,"Apartment Bed and Breakfast Up Bologna","Porto - Saragozza","Private room",100,2,3,"07/07/2017",0.06,0,44.49942,11.32144,"(44.498,44.5]","(44.498,44.5]"
13934783,"Be and Bo","Savena","Private room",32,2,22,"30/10/2017",0.37,314,44.4778,11.38074,"(44.478,44.48]","(44.478,44.48]"
13984471,"ISIDE","Porto - Saragozza","Entire home/apt",60,1,155,"02/02/2020",2.6,279,44.49752,11.33694,"(44.496,44.498]","(44.496,44.498]"
14063961,"Lovely and bright studio","Borgo Panigale - Reno","Entire home/apt",54,3,5,"27/07/2019",0.09,133,44.49396,11.29947,"(44.494,44.496]","(44.494,44.496]"
14141617,"Mago Zurli' - New Apartment Full Comfort with Box","Navile","Entire home/apt",59,1,4,"07/10/2018",0.09,62,44.53423,11.34846,"(44.534,44.536]","(44.534,44.536]"
14190175,"The quiet house- apt with private parking","San Donato - San Vitale","Entire home/apt",55,1,35,"14/09/2017",0.61,351,44.49831,11.36581,"(44.498,44.5]","(44.498,44.5]"
14394468,"SmallRedRose, close to City centre & Train Station","Navile","Entire home/apt",58,2,68,"01/12/2019",1.22,342,44.50846,11.34778,"(44.508,44.51]","(44.508,44.51]"
14399562,"Open space da condividere con sole donne o coppie","Navile","Shared room",28,1,25,"22/09/2019",0.42,364,44.52303,11.33344,"(44.522,44.524]","(44.522,44.524]"
14491778,"Elegant and central openspace","Santo Stefano","Entire home/apt",170,2,1,"22/04/2018",0.03,364,44.48644,11.33019,"(44.486,44.488]","(44.486,44.488]"
14602490,"LOFT in central area - CAR PARK available","Porto - Saragozza","Entire home/apt",44,2,216,"20/07/2020",3.79,0,44.49932,11.33534,"(44.498,44.5]","(44.498,44.5]"
14724136,"BxB at Giardini Margherita","Santo Stefano","Private room",100,2,15,"02/01/2020",0.26,364,44.48416,11.35765,"(44.484,44.486]","(44.484,44.486]"
14798006,"small and lovely studio in the old town","Porto - Saragozza","Entire home/apt",63,2,49,"21/04/2019",0.85,133,44.49539,11.34001,"(44.494,44.496]","(44.494,44.496]"
14898478,"Mascarella Bella","Santo Stefano","Private room",20,1,75,"10/06/2019",1.28,0,44.49905,11.35072,"(44.498,44.5]","(44.498,44.5]"
14923796,"Cosy apartment in the centre of Bologna","Porto - Saragozza","Entire home/apt",65,2,138,"17/05/2019",2.38,1,44.49901,11.3382,"(44.498,44.5]","(44.498,44.5]"
14941991,"Appartamento in pieno centro storico","Porto - Saragozza","Entire home/apt",93,2,13,"31/05/2019",0.23,364,44.49728,11.33725,"(44.496,44.498]","(44.496,44.498]"
14956507,"Tupertu Bologna Center","San Donato - San Vitale","Entire home/apt",56,2,11,"15/07/2019",0.19,345,44.49359,11.36755,"(44.492,44.494]","(44.492,44.494]"
15000358,"Residence Vallescura Monolocale Romantico","Santo Stefano","Entire home/apt",100,2,0,"",NA,364,44.48747,11.33025,"(44.486,44.488]","(44.486,44.488]"
15095254,"Blue wave Bolo","Porto - Saragozza","Private room",28,1,9,"20/03/2017",0.15,0,44.49572,11.33597,"(44.496,44.498]","(44.496,44.498]"
15110713,"B&B Bentivogli, nel cuore di Bologna","San Donato - San Vitale","Private room",53,1,15,"14/04/2017",0.27,44,44.49311,11.3607,"(44.492,44.494]","(44.492,44.494]"
15120401,"City center luxury apartment","Santo Stefano","Entire home/apt",188,2,49,"30/12/2019",0.85,0,44.49403,11.34762,"(44.494,44.496]","(44.494,44.496]"
15170625,"Marconi 22, Artistic Building","Porto - Saragozza","Entire home/apt",76,1,110,"24/01/2020",3.31,0,44.49813,11.33809,"(44.498,44.5]","(44.498,44.5]"
15171573,"Belvedere little house","Porto - Saragozza","Entire home/apt",45,7,10,"28/09/2018",0.19,0,44.49757,11.33745,"(44.496,44.498]","(44.496,44.498]"
15365751,"San Leonardo House Bologna","Santo Stefano","Entire home/apt",60,2,57,"03/07/2019",1,292,44.4947,11.3553,"(44.494,44.496]","(44.494,44.496]"
15369387,"Casa Mazzini low cost","Santo Stefano","Private room",34,1,1,"01/11/2016",0.02,91,44.48414,11.37161,"(44.484,44.486]","(44.484,44.486]"
15387366,"Room with private bathroom on the hills of Bologna","Savena","Private room",45,1,16,"04/10/2019",0.3,331,44.4617,11.35654,"(44.462,44.464]","(44.462,44.464]"
15432309,"SPLENDIDA CAMERA IN CENTRO LUMINOSA E SILENZIOSA","Porto - Saragozza","Private room",22,10,2,"02/07/2021",2,355,44.49719,11.33205,"(44.496,44.498]","(44.496,44.498]"
15432455,"INCANTEVOLE APPARTAMENTO IN CENTRO.","Porto - Saragozza","Entire home/apt",50,20,0,"",NA,365,44.49719,11.33203,"(44.496,44.498]","(44.496,44.498]"
15432493,"appartamento LA TERRAZZA","Navile","Entire home/apt",120,2,0,"",NA,303,44.50953,11.35202,"(44.508,44.51]","(44.508,44.51]"
15459577,"HouseConsolini Fiera-CentroStorico-FICO-CasaARTIST","San Donato - San Vitale","Entire home/apt",70,7,11,"04/07/2018",0.19,97,44.50246,11.37561,"(44.502,44.504]","(44.502,44.504]"
15463755,"S.Orsola attic apartment","San Donato - San Vitale","Entire home/apt",80,3,45,"06/01/2020",0.8,0,44.4939,11.36144,"(44.494,44.496]","(44.494,44.496]"
15476601,"Uguzzoni - Stately 85sqm flat, breathtaking views!","Santo Stefano","Entire home/apt",253,1,12,"07/05/2018",0.21,0,44.49388,11.34367,"(44.494,44.496]","(44.494,44.496]"
15508481,"Monolocale in zona fiera /centro","Navile","Entire home/apt",59,1,439,"02/01/2020",7.63,19,44.514462,11.353731,"(44.514,44.516]","(44.514,44.516]"
15510679,"Cavalieri's Grand - Piazza Grande Superior","Santo Stefano","Private room",101,1,123,"05/10/2019",2.17,146,44.49796,11.34391,"(44.498,44.5]","(44.498,44.5]"
15597313,"Appartamento dotato di ogni comfort pieno centro","Porto - Saragozza","Entire home/apt",95,2,57,"10/07/2019",1.04,87,44.4992,11.34278,"(44.498,44.5]","(44.498,44.5]"
15628845,"The Little Garden_Airport+City Center","Borgo Panigale - Reno","Entire home/apt",54,2,20,"22/07/2019",0.4,210,44.51788,11.27352,"(44.518,44.52]","(44.518,44.52]"
15639014,"Bright two-room flat","Santo Stefano","Entire home/apt",50,5,66,"14/05/2021",1.16,65,44.48516,11.35995,"(44.484,44.486]","(44.484,44.486]"
15650963,"Luminoso ed elegante 130mq, centro storico - 80961","Porto - Saragozza","Entire home/apt",140,1,1,"09/10/2019",0.05,1,44.50059,11.33293,"(44.5,44.502]","(44.5,44.502]"
15672549,"The Rose's flat, 10 min walk far from the center!","Santo Stefano","Entire home/apt",83,2,90,"29/10/2019",1.63,342,44.48145,11.34657,"(44.48,44.482]","(44.48,44.482]"
15842110,"Solice's House a due passi Dalla Fiera","Navile","Entire home/apt",156,3,13,"28/09/2019",0.23,89,44.51252,11.35358,"(44.512,44.514]","(44.512,44.514]"
15883473,"Via Belvedere cozy vintage studio","Porto - Saragozza","Entire home/apt",50,1,218,"07/11/2019",3.84,40,44.49644,11.33839,"(44.496,44.498]","(44.496,44.498]"
15886516,"Monolocale nel cuore del ghetto ebraico di Bologna","Santo Stefano","Entire home/apt",60,1,411,"21/12/2019",8.38,276,44.49508,11.34722,"(44.494,44.496]","(44.494,44.496]"
15893812,"Luminoso e moderno, vicino piazza Maggiore - 80975 - 09e361c8","Porto - Saragozza","Entire home/apt",90,1,1,"03/02/2019",0.03,0,44.49529,11.33752,"(44.494,44.496]","(44.494,44.496]"
15953734,"BELLISSIMA Suite B&B fronte stazione","Porto - Saragozza","Private room",50,1,39,"02/06/2021",0.69,365,44.50526,11.34125,"(44.504,44.506]","(44.504,44.506]"
15981637,"Apartment in Art Zone...three rooms","Porto - Saragozza","Entire home/apt",156,1,44,"08/02/2020",0.8,67,44.49902,11.33543,"(44.498,44.5]","(44.498,44.5]"
15992098,"Nice cozy room","Navile","Private room",13,15,7,"30/04/2019",0.16,59,44.51757,11.35533,"(44.516,44.518]","(44.516,44.518]"
15995437,"Luminoso Bilocale con ampia terrazza Centro/Fiera","San Donato - San Vitale","Entire home/apt",75,2,29,"16/10/2019",0.55,0,44.50754,11.35579,"(44.506,44.508]","(44.506,44.508]"
16038136,"Stylish and Charming Apartment in City Center","Santo Stefano","Entire home/apt",90,2,203,"06/11/2020",3.82,204,44.49819,11.34542,"(44.498,44.5]","(44.498,44.5]"
16145732,"FANTASTICO MONOLOCALE","Porto - Saragozza","Entire home/apt",250,1,3,"19/11/2017",0.07,180,44.50509,11.33846,"(44.504,44.506]","(44.504,44.506]"
16153532,"Strada Maggiore in the heart of Bologna","Santo Stefano","Entire home/apt",50,3,20,"01/10/2020",0.39,254,44.49257,11.35457,"(44.492,44.494]","(44.492,44.494]"
16173027,"ILoveBO- Bin.1","Porto - Saragozza","Entire home/apt",55,1,66,"01/07/2018",1.21,177,44.50451,11.34486,"(44.504,44.506]","(44.504,44.506]"
16264307,"Saragozza Apartment 2: Bright and central flat","Porto - Saragozza","Entire home/apt",96,1,138,"23/08/2019",2.5,287,44.49047,11.32698,"(44.49,44.492]","(44.49,44.492]"
16306226,"Lovely & Quiet near Central Station","Navile","Entire home/apt",39,1,196,"22/10/2019",3.65,115,44.51284,11.3453,"(44.512,44.514]","(44.512,44.514]"
16332472,"Casa Scande","San Donato - San Vitale","Entire home/apt",36,1,6,"24/04/2017",0.11,97,44.49674,11.37513,"(44.496,44.498]","(44.496,44.498]"
16423143,"Delizioso appartamento nel cuore pulsante della città","Santo Stefano","Entire home/apt",96,2,99,"15/02/2020",1.8,89,44.49369,11.34433,"(44.494,44.496]","(44.494,44.496]"
16471072,"Pianoterra Apt. 3... la tua casa a Bologna","Porto - Saragozza","Entire home/apt",65,2,6,"02/05/2019",0.26,199,44.50304,11.31263,"(44.502,44.504]","(44.502,44.504]"
16566795,"Appartamento uso esclusivo fronte stazione","Porto - Saragozza","Entire home/apt",160,1,2,"01/01/2020",0.05,93,44.50538,11.34062,"(44.504,44.506]","(44.504,44.506]"
16613395,"Il Delfino a Bologna","San Donato - San Vitale","Private room",180,2,50,"21/06/2019",0.93,340,44.4934,11.37853,"(44.492,44.494]","(44.492,44.494]"
16719254,"Centro Storico/Casa Parisini - via delle Lame","Porto - Saragozza","Entire home/apt",95,2,140,"28/08/2019",3.51,247,44.50033,11.33534,"(44.5,44.502]","(44.5,44.502]"
16777685,"Bologna, camera con bagno vicina fiera e ospedale","San Donato - San Vitale","Private room",50,1,2,"13/10/2019",0.06,365,44.49207,11.3681,"(44.492,44.494]","(44.492,44.494]"
16822208,"BLQ PRATELLO","Porto - Saragozza","Entire home/apt",185,1,50,"07/11/2019",0.94,0,44.49572,11.32805,"(44.496,44.498]","(44.496,44.498]"
16849804,"San Rocco Terrace Apartment","Porto - Saragozza","Entire home/apt",91,2,92,"11/11/2019",1.8,110,44.49685,11.33093,"(44.496,44.498]","(44.496,44.498]"
16851024,"The Old Convent","Santo Stefano","Entire home/apt",199,1,20,"02/09/2017",0.37,0,44.49825,11.35104,"(44.498,44.5]","(44.498,44.5]"
16870642,"Singola e Doppia","Porto - Saragozza","Private room",30,1,45,"12/05/2019",0.87,10,44.50222,11.31826,"(44.502,44.504]","(44.502,44.504]"
16906740,"ABITAROOM Magma Room","Navile","Private room",58,1,15,"05/10/2019",0.29,74,44.50751,11.34148,"(44.506,44.508]","(44.506,44.508]"
17018893,"Charming 1bdr 55sq.mt, Porta Saragozza 81143","Porto - Saragozza","Entire home/apt",29,1,0,"",NA,1,44.49246,11.3288,"(44.492,44.494]","(44.492,44.494]"
17106174,"A casa di mia nonna","Santo Stefano","Private room",40,2,97,"25/11/2019",1.85,192,44.48682,11.34958,"(44.486,44.488]","(44.486,44.488]"
17264282,"Camera doppia a due passi dalla stazione","Navile","Private room",45,1,74,"13/10/2019",1.41,0,44.51285,11.34644,"(44.512,44.514]","(44.512,44.514]"
17281866,"Appartamento con ampia stanza soppalcata e salotto","Savena","Entire home/apt",55,6,13,"02/01/2019",0.24,365,44.48365,11.37944,"(44.484,44.486]","(44.484,44.486]"
17382110,"Piccolo monolocale in centro","Santo Stefano","Entire home/apt",27,7,126,"29/12/2019",2.38,27,44.48605,11.35331,"(44.486,44.488]","(44.486,44.488]"
17478143,"The Saragozza's Portico NO Ztl and free bike","Porto - Saragozza","Entire home/apt",68,2,90,"23/06/2019",1.72,165,44.48937,11.31944,"(44.488,44.49]","(44.488,44.49]"
17489870,"Appartamento Fiera","San Donato - San Vitale","Private room",80,2,18,"01/12/2019",0.34,173,44.50628,11.36703,"(44.506,44.508]","(44.506,44.508]"
17526239,"Bedroom with a view in the Charming Penthouse","Santo Stefano","Private room",92,5,1,"20/03/2017",0.02,89,44.49448,11.34654,"(44.494,44.496]","(44.494,44.496]"
17536051,"Bright two-bedroom apartment w/terrace 287 - 09df6b99","Porto - Saragozza","Entire home/apt",41,1,11,"06/09/2018",0.39,0,44.50042,11.32687,"(44.5,44.502]","(44.5,44.502]"
17552627,"A casa di Esther","San Donato - San Vitale","Entire home/apt",60,2,23,"19/11/2018",0.45,153,44.48758,11.37272,"(44.486,44.488]","(44.486,44.488]"
17582183,"Verde & Tranquillità: Luminosa Doppia con terrazza","Porto - Saragozza","Private room",70,1,10,"14/02/2018",0.19,88,44.48723,11.32199,"(44.486,44.488]","(44.486,44.488]"
17585875,"Bilocale luminoso nel cuore di Bologna","Porto - Saragozza","Entire home/apt",59,1,284,"15/12/2019",5.41,44,44.49741,11.33098,"(44.496,44.498]","(44.496,44.498]"
17589220,"Elegant flat in historical centre","Santo Stefano","Entire home/apt",49,2,146,"26/11/2019",2.77,158,44.48941,11.3416,"(44.488,44.49]","(44.488,44.49]"
17598827,"Stanza privata con bagno a Bologna","Santo Stefano","Private room",45,1,18,"15/10/2017",0.34,172,44.4769,11.35443,"(44.476,44.478]","(44.476,44.478]"
17622613,"Paradise Room in Montagna Villa di Cedrecchia","Santo Stefano","Private room",59,1,0,"",NA,364,44.49592,11.34311,"(44.496,44.498]","(44.496,44.498]"
17633428,"2Torri Studio in the heart of the historic centre","Santo Stefano","Entire home/apt",48,1,444,"19/02/2020",8.43,41,44.49558,11.3467,"(44.494,44.496]","(44.494,44.496]"
17650347,"ERoom at Porta S.Felice,close to Center","Porto - Saragozza","Private room",22,6,17,"01/10/2020",0.32,41,44.50085,11.32375,"(44.5,44.502]","(44.5,44.502]"
17667552,"Spacious apart next to TRAIN STATION with PARKING","Navile","Entire home/apt",200,1,38,"26/11/2018",0.78,90,44.50659,11.34111,"(44.506,44.508]","(44.506,44.508]"
17741334,"Spacious Flat in Bologna City Centre","Porto - Saragozza","Entire home/apt",48,2,253,"15/11/2019",4.83,310,44.49086,11.33439,"(44.49,44.492]","(44.49,44.492]"
17750540,"Room in Mountain Villa di Cedrecchia","Porto - Saragozza","Private room",55,1,4,"22/09/2018",0.08,364,44.49573,11.34151,"(44.496,44.498]","(44.496,44.498]"
17772084,"Falegnami Apartment - in the heart of Bologna","Porto - Saragozza","Entire home/apt",74,2,90,"14/09/2019",1.73,34,44.49908,11.34359,"(44.498,44.5]","(44.498,44.5]"
17896149,"Yellow Studio - Bologna","San Donato - San Vitale","Entire home/apt",43,2,63,"15/08/2019",1.21,0,44.49245,11.37929,"(44.492,44.494]","(44.492,44.494]"
17926454,"STANZA SINGOLA ACCOGLIENTE/COZY SINGLE ROOM","San Donato - San Vitale","Private room",50,1,7,"30/08/2017",0.14,0,44.50139,11.35975,"(44.5,44.502]","(44.5,44.502]"
18088319,"GetTheKey Porta Mascarella Apartment","Santo Stefano","Entire home/apt",115,3,26,"23/04/2019",0.57,274,44.50026,11.35224,"(44.5,44.502]","(44.5,44.502]"
18146504,"8 Colonne Apartments - Cesare","Porto - Saragozza","Entire home/apt",82,2,10,"10/03/2018",0.21,304,44.49701,11.33602,"(44.496,44.498]","(44.496,44.498]"
18146930,"pretty attic close to the center","Porto - Saragozza","Entire home/apt",70,2,6,"19/10/2018",0.15,321,44.49619,11.3266,"(44.496,44.498]","(44.496,44.498]"
18148004,"Casina Barberia","Porto - Saragozza","Entire home/apt",50,1,135,"23/02/2020",2.64,343,44.49252,11.33747,"(44.492,44.494]","(44.492,44.494]"
18151938,"8 Colonne Apartments - Arianna","Porto - Saragozza","Entire home/apt",88,2,9,"16/07/2019",0.25,307,44.49701,11.33602,"(44.496,44.498]","(44.496,44.498]"
18443277,"Camera sull'antica via Emilia a 15 min dal centro","Savena","Private room",30,2,17,"29/07/2017",0.34,363,44.47835,11.39048,"(44.478,44.48]","(44.478,44.48]"
18484776,"Santo Stefano Luxury Apartment","Santo Stefano","Entire home/apt",101,2,112,"21/01/2020",2.2,0,44.48943,11.35079,"(44.488,44.49]","(44.488,44.49]"
18580506,"UR-NEST Galluzzi - Piazza Maggiore Collection","Santo Stefano","Entire home/apt",139,2,4,"04/11/2019",0.18,336,44.49193,11.34242,"(44.492,44.494]","(44.492,44.494]"
18584269,"l'8Boutique design apartments 8-01","Porto - Saragozza","Entire home/apt",91,2,1,"22/10/2017",0.02,302,44.49931,11.34367,"(44.498,44.5]","(44.498,44.5]"
18716036,"Casa Fani 11","San Donato - San Vitale","Entire home/apt",90,1,125,"05/07/2019",2.49,274,44.50666,11.36097,"(44.506,44.508]","(44.506,44.508]"
18762012,"Renovated 1bdr in the heart of Bologna! 81381","Porto - Saragozza","Entire home/apt",87,1,4,"17/03/2019",0.08,1,44.49542,11.34271,"(44.494,44.496]","(44.494,44.496]"
18784694,"Maison Juliette N. 1 Eterea","Porto - Saragozza","Private room",90,1,23,"29/10/2019",0.49,365,44.49731,11.33307,"(44.496,44.498]","(44.496,44.498]"
18913729,"Bologna..  Welcome home :-)","Santo Stefano","Entire home/apt",80,3,92,"28/10/2019",1.87,171,44.49858,11.34442,"(44.498,44.5]","(44.498,44.5]"
18954004,"Green paradise close to the center of Bologna","Porto - Saragozza","Entire home/apt",150,2,23,"28/09/2018",0.47,217,44.46928,11.31311,"(44.468,44.47]","(44.468,44.47]"
18973206,"2  beds / 1 double bed Orange room in City Centre","Porto - Saragozza","Private room",48,2,23,"20/12/2019",0.51,41,44.5043,11.34067,"(44.504,44.506]","(44.504,44.506]"
19003776,"GRETA HAUS  -  BOLOGNA CENTRO-PORTA LAME.","Porto - Saragozza","Entire home/apt",62,2,41,"26/09/2019",0.82,124,44.50415,11.33297,"(44.504,44.506]","(44.504,44.506]"
19067793,"APPARTAMENTO TRANQUILLO VICINO AL CENTRO/APARTMENT","San Donato - San Vitale","Entire home/apt",180,3,2,"28/07/2017",0.04,0,44.50142,11.36051,"(44.5,44.502]","(44.5,44.502]"
19117278,"La Carlina","Porto - Saragozza","Entire home/apt",80,3,67,"17/09/2019",1.49,99,44.49998,11.3404,"(44.5,44.502]","(44.5,44.502]"
19147569,"Ampia stanza privata soppalcata con salotto","Savena","Private room",38,2,11,"15/04/2019",0.22,90,44.48405,11.3812,"(44.484,44.486]","(44.484,44.486]"
19153309,"ELEGANT STUDIO in an ex-movie theatre, 3 guests","Porto - Saragozza","Entire home/apt",127,3,0,"",NA,198,44.49739,11.33222,"(44.496,44.498]","(44.496,44.498]"
19205419,"Camera privata con divano letto","Navile","Private room",36,2,4,"17/07/2017",0.08,363,44.51833,11.3412,"(44.518,44.52]","(44.518,44.52]"
19217272,"Affittasi appartamento","Navile","Entire home/apt",266,2,0,"",NA,363,44.51649,11.34743,"(44.516,44.518]","(44.516,44.518]"
19340004,"Charming apartment in the Bolognina area (Fiera)","Navile","Entire home/apt",37,3,109,"22/11/2019",2.35,107,44.5121,11.3454,"(44.512,44.514]","(44.512,44.514]"
19466947,"Lory's House","San Donato - San Vitale","Entire home/apt",45,2,215,"30/08/2020",4.36,0,44.49353,11.3577,"(44.492,44.494]","(44.492,44.494]"
19762012,"MUSIC","Santo Stefano","Entire home/apt",58,5,187,"30/09/2020",3.92,122,44.49983,11.3512,"(44.5,44.502]","(44.5,44.502]"
19774103,"QUADRILOCALE CON BALCONE Rossomattone 512","Santo Stefano","Entire home/apt",200,2,0,"",NA,327,44.50028,11.35134,"(44.5,44.502]","(44.5,44.502]"
19789547,"COZY ROOM IN THE CENTER/ST. ACCOGLIENTE IN CENTRO","Santo Stefano","Private room",150,1,2,"01/05/2018",0.05,0,44.49457,11.35193,"(44.494,44.496]","(44.494,44.496]"
19840110,"Double Room with Private Bathroom in the old town","Santo Stefano","Hotel room",56,1,13,"07/04/2019",0.3,269,44.48976,11.35439,"(44.49,44.492]","(44.49,44.492]"
19905521,"SPLENDIDA STANZA VICINO A PIAZZA MAGGIORE","Porto - Saragozza","Private room",22,14,1,"11/09/2020",0.1,348,44.49356,11.33744,"(44.492,44.494]","(44.492,44.494]"
19944539,"Bright apartment with terrace and free parking","Porto - Saragozza","Entire home/apt",69,2,87,"31/12/2019",1.84,11,44.50316,11.33573,"(44.502,44.504]","(44.502,44.504]"
19981363,"ACCOGLIENTE STANZA NEL CUORE DELLA CITTA'","Porto - Saragozza","Private room",22,14,2,"01/10/2020",0.04,365,44.49307,11.33774,"(44.492,44.494]","(44.492,44.494]"
20013314,"Mansarda i tre camini","Santo Stefano","Entire home/apt",62,2,15,"16/02/2020",0.33,31,44.48735,11.3476,"(44.486,44.488]","(44.486,44.488]"
20069753,"Appartamento in villa bifamiliare con giardino","Savena","Entire home/apt",120,3,1,"13/10/2017",0.02,178,44.46367,11.3701,"(44.464,44.466]","(44.464,44.466]"
20072105,"San Giorgio Apartment","Porto - Saragozza","Entire home/apt",71,1,252,"09/06/2021",5.37,334,44.4973,11.34137,"(44.496,44.498]","(44.496,44.498]"
20225469,"Bologna central apartment with balcony","Santo Stefano","Entire home/apt",111,1,24,"27/06/2021",0.62,49,44.49304,11.3532,"(44.492,44.494]","(44.492,44.494]"
20242150,"Corner Residence 2","Navile","Entire home/apt",90,1,0,"",NA,2,44.51469,11.3455,"(44.514,44.516]","(44.514,44.516]"
20259757,"Beautiful, spacious,historic,atmosphere, renovated","Santo Stefano","Entire home/apt",110,4,7,"27/11/2018",0.16,70,44.48916,11.34229,"(44.488,44.49]","(44.488,44.49]"
20261719,"Steam House - Room & Breakfast - Suite Verne","Santo Stefano","Hotel room",115,1,2,"30/06/2018",0.1,237,44.4989,11.34953,"(44.498,44.5]","(44.498,44.5]"
20263550,"Steam House - Room & Breakfast - Suite Edison","Santo Stefano","Hotel room",85,1,4,"15/06/2018",0.33,209,44.49867,11.34927,"(44.498,44.5]","(44.498,44.5]"
20298742,"Via Del Pratello 61, Bologna","Porto - Saragozza","Entire home/apt",50,2,57,"23/06/2019",1.26,30,44.49577,11.33218,"(44.496,44.498]","(44.496,44.498]"
20651965,"The Butcher-Ducati and Airport BLQ","Borgo Panigale - Reno","Entire home/apt",41,1,74,"18/09/2019",1.58,261,44.51792,11.2734,"(44.518,44.52]","(44.518,44.52]"
20658264,"Bologna Dream Bed & Breakfast - Apartments","Savena","Entire home/apt",129,1,101,"04/07/2021",2.17,247,44.48277,11.37778,"(44.482,44.484]","(44.482,44.484]"
20673358,"RESIDENCE RIZZOLI - FAMILY SUITE","Santo Stefano","Entire home/apt",95,1,24,"29/06/2021",0.53,162,44.48656,11.34192,"(44.486,44.488]","(44.486,44.488]"
20692614,"Ampissima Camera con Magnifica Terrazza Solarium","Santo Stefano","Hotel room",55,1,51,"10/11/2019",1.11,352,44.48593,11.34975,"(44.486,44.488]","(44.486,44.488]"
20702022,"I 4 GATTI Bologna Guesthouse. Double Room","Porto - Saragozza","Private room",55,1,4,"17/03/2018",0.09,181,44.49254,11.32782,"(44.492,44.494]","(44.492,44.494]"
20705875,"Astoria Suite Apartments 2","Porto - Saragozza","Entire home/apt",80,1,13,"23/06/2018",0.28,0,44.50436,11.33813,"(44.504,44.506]","(44.504,44.506]"
20721267,"Clelia F. apartments","Porto - Saragozza","Entire home/apt",50,2,44,"24/06/2019",0.95,41,44.49695,11.31497,"(44.496,44.498]","(44.496,44.498]"
20727973,"La casa del Borgo - stanza singola","Borgo Panigale - Reno","Private room",9,2,6,"14/09/2018",0.17,0,44.52409,11.26286,"(44.524,44.526]","(44.524,44.526]"
20739949,"GetTheKey Station Suite","Porto - Saragozza","Entire home/apt",109,3,3,"25/05/2019",0.09,128,44.50455,11.34174,"(44.504,44.506]","(44.504,44.506]"
20741182,"astoria suite apartments 1","Porto - Saragozza","Entire home/apt",58,1,1,"10/02/2018",0.02,0,44.50306,11.33722,"(44.502,44.504]","(44.502,44.504]"
20765105,"Luminosa stanza vicino stazione e fiera","Navile","Private room",33,4,18,"03/07/2018",0.47,359,44.51276,11.34471,"(44.512,44.514]","(44.512,44.514]"
20779198,"Saragozza Apartment 4: Bright and central flat","Porto - Saragozza","Entire home/apt",95,1,101,"21/01/2020",2.4,326,44.49047,11.32698,"(44.49,44.492]","(44.49,44.492]"
20783440,"Camera doppia Bologna Bolognina!","Navile","Private room",22,1,79,"22/09/2018",1.73,73,44.51161,11.34795,"(44.512,44.514]","(44.512,44.514]"
20794107,"Ampio, raffinato appartamento vicino a Piazza delle Sette Chiese","Santo Stefano","Entire home/apt",123,2,122,"04/01/2020",2.66,0,44.49192,11.34897,"(44.492,44.494]","(44.492,44.494]"
20807053,"Appartamento porta San Mamolo","Santo Stefano","Entire home/apt",56,1,10,"16/11/2019",0.21,18,44.4857,11.34078,"(44.486,44.488]","(44.486,44.488]"
20810684,"Borgonuovo Apt-Nuovo Bilocale in Centro Storico","Santo Stefano","Entire home/apt",120,1,28,"06/09/2019",0.62,351,44.49279,11.3501,"(44.492,44.494]","(44.492,44.494]"
20828417,"Vibra con il fascino di un arredo rilassato dentro le mura del centro storico","Santo Stefano","Entire home/apt",111,2,4,"08/10/2017",0.4,284,44.49931,11.34586,"(44.498,44.5]","(44.498,44.5]"
20829473,"L'8Boutique Design Apartments: 8-06","Santo Stefano","Entire home/apt",110,2,3,"24/10/2017",0.14,267,44.5004,11.34661,"(44.5,44.502]","(44.5,44.502]"
20831150,"BOLOGNA BNB CENTRO/CENTER, FIERA/FAIRY, OSPEDALE","San Donato - San Vitale","Entire home/apt",480,1,0,"",NA,365,44.4912,11.36992,"(44.49,44.492]","(44.49,44.492]"
20880261,"Flamingo apartment, in Bologna city center","Porto - Saragozza","Entire home/apt",85,2,69,"10/06/2021",1.51,80,44.50106,11.34433,"(44.5,44.502]","(44.5,44.502]"
20916013,"Umarell House 2","Porto - Saragozza","Private room",21,1,16,"09/07/2021",0.35,321,44.50337,11.33737,"(44.502,44.504]","(44.502,44.504]"
20925455,"La Casa di Giò Appartamento Riccardo","Santo Stefano","Entire home/apt",90,3,0,"",NA,90,44.49877,11.34681,"(44.498,44.5]","(44.498,44.5]"
